Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04012522775363445,0.04478250485753969,0.035587181234892594,0.037617746740579605,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04060306946164964,0.04203565438894474,0.03761775334053571,0.04155873879790306,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.0420356663753045,0.042872105343984154,0.03773699129057827,0.03833405673503876,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03845328295101517,0.03940895253473713,0.03630348934294659,0.038214825093746185,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.0382148233231087,0.03845328116932903,0.037856219184819864,0.03809467703104019,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.038094668178367624,0.038214814442515815,0.036303479224443436,0.036303479224443436,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03630348256328453,0.03725914855189189,0.03630348256328453,0.037020690739154816,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03630349422395246,0.03725916051951946,0.03307971562244684,0.03415461257100105,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.033676772605839025,0.0353487312235641,0.03343739569966408,0.034870896488428116,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.035348722830467805,0.037736976861873835,0.03487088820878746,0.03678131103515625,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737838272562206,0.03821482159582553,0.03642363230661437,0.037856217473745346,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.038094682463638736,0.03821482877284105,0.0365428663790226,0.0365428663790226,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725915324860136,0.0374976145080414,0.03463152500815419,0.03510935977101326,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03510934948961597,0.03606501531883349,0.03415459590411031,0.034751661121845245,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03487089305570126,0.039169567094331365,0.03487089305570126,0.037736982107162476,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.0382148252922244,0.04012524539226754,0.0382148252922244,0.03988678753376007,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04060308567528102,0.04227504814283035,0.03606503313156888,0.040125250816345215,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03916958042851738,0.039647415279280306,0.037259160102901985,0.03797545284032822,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916957834636759,0.0396474131717301,0.037497619412937104,0.0385725162923336,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.0382148252922244,0.040603080186610276,0.037736990497881664,0.03988678753376007,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04060308567528102,0.04108092053421684,0.03797545348986008,0.040125250816345215,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04108090757329448,0.042872096712776704,0.0386926531095557,0.04203565791249275,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.048245683909311006,0.05015701983821853,0.044304697064192815,0.04537959396839142,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04729091676316922,0.04872350521369582,0.043229784737120046,0.043946996331214905,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.04442483464216485,0.04585741979237286,0.04155874526452081,0.04191643372178078,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04299133674861511,0.04394700637437067,0.040125246948711876,0.04215581342577934,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04203566365385688,0.04227504057922286,0.04108091318425576,0.0417972058057785,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.042035667913065254,0.042035667913065254,0.03869266231480434,0.038931120187044144,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.040841535940654025,0.04108091286415479,0.03773698855338762,0.03809467703104019,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03845327505449589,0.04036369475230518,0.03845327505449589,0.04024446755647659,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03916957977336607,0.04203566975256903,0.038453287047920566,0.040841542184352875,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04072231240379048,0.04275287888085794,0.04072231240379048,0.04215581342577934,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.042752883293738206,0.042752883293738206,0.04084154384494187,0.04143860936164856,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04072230798097386,0.04143860058381285,0.039647407829761505,0.039647407829761505,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.03988678983076482,0.03988678983076482,0.038214827492944,0.038931120187044144,90768000,0.0,0.0
